Order Item Id,Order Id,Actual_Delayed,Predicted_Delayed,Risk_Probability,Risk_Category
111488,44649,1,1,0.7863,High Risk
118012,47214,1,1,0.8364,High Risk
127224,50905,1,1,0.8089,High Risk
104522,41873,1,1,0.7854,High Risk
122840,49128,1,1,0.8174,High Risk
38956,15582,1,1,0.7735,High Risk
103986,41660,1,1,0.7954,High Risk
164353,65760,1,1,0.7579,High Risk
40151,16072,1,1,0.7659,High Risk
43023,17201,0,1,0.7712,High Risk
109343,43784,1,1,0.8,High Risk
48877,19551,0,1,0.7826,High Risk
168262,67319,1,1,0.7785,High Risk
43025,17201,0,1,0.7769,High Risk
105009,42065,1,1,0.8138,High Risk
159324,63739,1,1,0.7737,High Risk
40658,16285,1,1,0.7608,High Risk
40971,16410,1,1,0.7478,Medium Risk
42848,17131,0,1,0.7752,High Risk
39467,15789,1,1,0.7816,High Risk
33584,13408,1,1,0.7619,High Risk
36142,14450,1,1,0.7748,High Risk
41502,16605,1,1,0.7983,High Risk
167670,67076,0,1,0.7792,High Risk
40908,16384,1,1,0.7708,High Risk
155392,62152,1,1,0.7673,High Risk
170332,68125,1,1,0.7903,High Risk
26076,10411,0,1,0.7612,High Risk
165754,66313,1,1,0.7352,Medium Risk
48703,19488,1,1,0.7734,High Risk
161027,64417,1,1,0.7897,High Risk
118493,47396,0,1,0.7333,Medium Risk
167925,67186,0,1,0.7649,High Risk
42855,17133,1,1,0.7785,High Risk
160563,64220,1,1,0.7897,High Risk
170184,68071,0,1,0.7719,High Risk
28854,11539,1,1,0.7654,High Risk
31106,12434,1,1,0.7869,High Risk
171309,68511,0,1,0.7931,High Risk
170206,68080,1,1,0.7792,High Risk
45963,18390,1,1,0.7939,High Risk
170048,68020,1,1,0.8116,High Risk
158723,63492,1,1,0.7789,High Risk
37348,14916,0,1,0.7807,High Risk
29584,11829,1,1,0.7498,Medium Risk
35250,14086,0,1,0.7867,High Risk
37299,14895,1,1,0.7807,High Risk
41826,16737,1,1,0.7852,High Risk
29286,11710,1,1,0.7467,Medium Risk
44512,17816,0,1,0.7984,High Risk
161033,64420,1,1,0.7838,High Risk
43346,17342,1,1,0.7871,High Risk
47708,19088,1,1,0.7697,High Risk
117929,47184,1,1,0.7744,High Risk
170483,68188,1,1,0.7834,High Risk
39366,15748,1,1,0.7528,High Risk
161538,64628,1,1,0.7783,High Risk
110802,44387,1,1,0.7896,High Risk
30265,12103,1,1,0.752,High Risk
108264,43335,1,1,0.7547,High Risk
33587,13409,1,1,0.7683,High Risk
126262,50529,1,1,0.7628,High Risk
45375,18155,1,1,0.8074,High Risk
41022,16431,0,1,0.7329,Medium Risk
138964,55559,1,1,0.8407,High Risk
13445,5390,1,1,0.7311,Medium Risk
5915,2364,1,1,0.749,Medium Risk
21826,8748,1,1,0.7216,Medium Risk
7359,2951,0,1,0.7307,Medium Risk
2863,1157,1,1,0.6482,Medium Risk
15738,6291,0,1,0.6182,Medium Risk
132685,53090,1,1,0.6607,Medium Risk
136106,54426,0,1,0.7106,Medium Risk
140699,56256,0,1,0.7449,Medium Risk
19704,7887,1,1,0.7666,High Risk
145942,58318,1,1,0.6879,Medium Risk
147833,59063,1,1,0.7676,High Risk
7830,3146,0,1,0.6046,Medium Risk
10197,4092,1,1,0.8221,High Risk
139372,55725,1,1,0.7137,Medium Risk
14758,5932,1,1,0.752,High Risk
17889,7146,0,1,0.7636,High Risk
133217,53318,1,1,0.7085,Medium Risk
145557,58171,0,1,0.8144,High Risk
133825,53550,1,1,0.7348,Medium Risk
21225,8499,1,1,0.7797,High Risk
8325,3351,0,1,0.6046,Medium Risk
8324,3351,0,1,0.6046,Medium Risk
143215,57257,1,1,0.7685,High Risk
19442,7777,1,1,0.7605,High Risk
16866,6747,1,1,0.7703,High Risk
372,159,1,1,0.7284,Medium Risk
13513,5415,1,1,0.7977,High Risk
11726,4677,1,1,0.7661,High Risk
2609,1045,1,1,0.8172,High Risk
144475,57746,0,1,0.7348,Medium Risk
8252,3320,1,1,0.7391,Medium Risk
8116,3255,1,1,0.7757,High Risk
4185,1683,1,1,0.7449,Medium Risk
2012,812,1,1,0.714,Medium Risk
150795,60270,1,1,0.7143,Medium Risk
22671,9094,1,1,0.7722,High Risk
16554,6626,0,1,0.6316,Medium Risk
25609,10240,1,1,0.795,High Risk
16512,6611,0,1,0.7709,High Risk
21224,8499,1,1,0.7845,High Risk
25610,10240,1,1,0.7737,High Risk
4860,1942,1,1,0.7638,High Risk
151267,60451,0,1,0.7092,Medium Risk
25226,10096,0,1,0.757,High Risk
24525,9823,1,1,0.8001,High Risk
787,314,1,1,0.8055,High Risk
141723,56669,1,1,0.7501,High Risk
133989,53605,1,1,0.7825,High Risk
4862,1942,1,1,0.7505,High Risk
14175,5690,1,1,0.7841,High Risk
13814,5535,1,1,0.7312,Medium Risk
140313,56105,1,1,0.797,High Risk
10272,4117,1,1,0.7803,High Risk
130984,52410,1,1,0.776,High Risk
11852,4727,1,1,0.7678,High Risk
2124,855,1,1,0.6987,Medium Risk
10277,4119,1,1,0.8014,High Risk
20455,8190,1,1,0.7492,Medium Risk
949,383,1,1,0.7684,High Risk
139368,55725,1,1,0.7466,Medium Risk
151003,60340,1,1,0.7036,Medium Risk
132470,53001,0,1,0.7642,High Risk
10195,4092,1,1,0.7919,High Risk
140554,56195,1,1,0.8005,High Risk
25395,10162,1,1,0.7694,High Risk
61499,24563,1,1,0.7588,High Risk
65217,26059,1,1,0.7854,High Risk
61497,24563,1,1,0.7634,High Risk
61873,24706,0,1,0.7392,Medium Risk
61604,24600,1,1,0.8414,High Risk
77971,31200,1,1,0.8065,High Risk
59525,23786,0,1,0.7811,High Risk
72281,28883,1,1,0.8018,High Risk
62946,25120,1,1,0.7943,High Risk
75715,30298,1,1,0.8099,High Risk
124138,49661,0,1,0.7371,Medium Risk
75700,30294,1,1,0.8131,High Risk
74602,29811,0,1,0.8112,High Risk
66719,26645,1,1,0.8259,High Risk
68762,27466,0,1,0.7568,High Risk
69274,27673,1,1,0.7861,High Risk
53057,21209,1,1,0.7588,High Risk
69273,27673,1,1,0.7861,High Risk
116622,46650,1,1,0.8094,High Risk
76343,30541,0,1,0.7431,Medium Risk
62639,24999,1,1,0.7291,Medium Risk
71659,28630,1,1,0.7861,High Risk
127925,51190,1,1,0.824,High Risk
123553,49429,1,1,0.7504,High Risk
127924,51190,1,1,0.824,High Risk
75844,30340,1,1,0.736,Medium Risk
71921,28730,1,1,0.8171,High Risk
68336,27280,1,1,0.812,High Risk
76189,30475,1,1,0.7378,Medium Risk
58546,23404,1,1,0.752,High Risk
73544,29394,1,1,0.8276,High Risk
77533,31019,1,1,0.7683,High Risk
75703,30294,1,1,0.8082,High Risk
62638,24999,1,1,0.7538,High Risk
53059,21209,1,1,0.7755,High Risk
109458,43823,1,1,0.7771,High Risk
75111,30043,1,1,0.8165,High Risk
120475,48175,1,1,0.7993,High Risk
69445,27734,1,1,0.7667,High Risk
122478,48989,1,1,0.8252,High Risk
64566,25791,0,1,0.7691,High Risk
127573,51045,1,1,0.8101,High Risk
75707,30295,1,1,0.8017,High Risk
69923,27939,1,1,0.7752,High Risk
126059,50450,1,1,0.8431,High Risk
123585,49447,1,1,0.732,Medium Risk
123554,49429,1,1,0.7478,Medium Risk
50725,20311,0,1,0.7771,High Risk
70303,28105,1,1,0.8081,High Risk
125891,50380,1,1,0.8209,High Risk
67499,26946,0,1,0.774,High Risk
58549,23405,1,1,0.7377,Medium Risk
53048,21207,1,1,0.7699,High Risk
123552,49429,1,1,0.7471,Medium Risk
120859,48323,1,1,0.741,Medium Risk
109456,43823,1,1,0.777,High Risk
124136,49661,0,1,0.6603,Medium Risk
126391,50578,1,1,0.7609,High Risk
84599,33890,1,1,0.8265,High Risk
89143,35691,0,1,0.7612,High Risk
102178,40938,1,1,0.7708,High Risk
102177,40938,1,1,0.7731,High Risk
89571,35863,1,1,0.795,High Risk
99849,40013,1,1,0.8073,High Risk
99703,39964,1,1,0.7552,High Risk
99672,39948,1,1,0.7597,High Risk
94329,37801,0,1,0.7547,High Risk
81543,32600,1,1,0.8061,High Risk
95160,38125,1,1,0.7665,High Risk
83783,33562,1,1,0.8023,High Risk
100107,40118,1,1,0.7737,High Risk
86321,34558,1,1,0.8087,High Risk
99385,39829,1,1,0.7671,High Risk
87541,35050,1,1,0.7744,High Risk
90409,36208,1,1,0.7907,High Risk
80118,32042,1,1,0.8182,High Risk
79813,31933,1,1,0.786,High Risk
99850,40013,1,1,0.7708,High Risk
86329,34566,0,1,0.8251,High Risk
100110,40118,1,1,0.8061,High Risk
82281,32895,1,1,0.8229,High Risk
83235,33322,1,1,0.7844,High Risk
92865,37204,1,1,0.7669,High Risk
102662,41121,0,1,0.7485,Medium Risk
87538,35050,1,1,0.793,High Risk
84980,34050,1,1,0.786,High Risk
80065,32024,1,1,0.812,High Risk
84979,34050,1,1,0.8061,High Risk
80063,32024,1,1,0.8157,High Risk
91980,36860,1,1,0.8125,High Risk
90913,36413,1,1,0.7911,High Risk
84333,33788,1,1,0.7826,High Risk
101199,40560,1,1,0.7573,High Risk
100546,40299,1,1,0.8195,High Risk
88048,35258,1,1,0.808,High Risk
92704,37151,0,1,0.8032,High Risk
97122,38904,1,1,0.7638,High Risk
96958,38836,0,1,0.7298,Medium Risk
124014,49615,1,0,0.4502,Low Risk
124013,49615,1,0,0.4502,Low Risk
117774,47120,1,0,0.3107,Low Risk
127326,50945,1,0,0.4171,Low Risk
111203,44538,0,0,0.3558,Low Risk
107996,43230,1,0,0.3981,Low Risk
123147,49255,1,0,0.3917,Low Risk
110455,44238,0,0,0.3494,Low Risk
120046,48003,0,0,0.3316,Low Risk
126401,50582,0,0,0.3742,Low Risk
112914,45199,1,0,0.3565,Low Risk
125910,50392,0,0,0.3128,Low Risk
115700,46290,1,0,0.3694,Low Risk
115847,46335,1,0,0.3875,Low Risk
108145,43286,0,0,0.3327,Low Risk
112027,44846,0,0,0.3074,Low Risk
107770,43143,0,0,0.3206,Low Risk
111933,44807,0,0,0.3259,Low Risk
115534,46215,1,0,0.3231,Low Risk
116443,46590,1,0,0.3686,Low Risk
111931,44807,0,0,0.3259,Low Risk
119187,47665,1,0,0.3619,Low Risk
111205,44538,0,0,0.369,Low Risk
126045,50442,0,0,0.342,Low Risk
107750,43134,1,0,0.3302,Low Risk
119186,47665,1,0,0.3619,Low Risk
114924,45984,1,0,0.416,Low Risk
124863,49945,1,0,0.4634,Low Risk
122087,48817,0,0,0.3302,Low Risk
108121,43279,1,0,0.3418,Low Risk
114923,45984,1,0,0.416,Low Risk
116454,46595,1,0,0.3661,Low Risk
105928,42426,0,0,0.3028,Low Risk
116116,46442,0,0,0.3844,Low Risk
114922,45984,1,0,0.416,Low Risk
116452,46595,1,0,0.3661,Low Risk
104450,41843,0,0,0.3157,Low Risk
110670,44317,0,0,0.3496,Low Risk
108892,43601,0,0,0.3516,Low Risk
108445,43420,1,0,0.3461,Low Risk
104146,41715,1,0,0.3671,Low Risk
118449,47376,0,0,0.3234,Low Risk
104757,41965,1,0,0.3488,Low Risk
120716,48264,1,0,0.364,Low Risk
110668,44317,0,0,0.3496,Low Risk
124276,49716,0,0,0.3567,Low Risk
123166,49264,1,0,0.4226,Low Risk
107748,43134,1,0,0.3449,Low Risk
119054,47617,0,0,0.3597,Low Risk
114365,45755,1,0,0.3516,Low Risk
125011,50001,0,0,0.3265,Low Risk
126817,50743,0,0,0.2734,Low Risk
111905,44799,1,0,0.3399,Low Risk
125186,50073,0,0,0.372,Low Risk
123145,49255,1,0,0.4084,Low Risk
121969,48770,1,0,0.3528,Low Risk
103594,41503,0,0,0.3123,Low Risk
119836,47918,0,0,0.3244,Low Risk
110029,44048,0,0,0.2999,Low Risk
120045,48003,0,0,0.3395,Low Risk
109407,43806,0,0,0.3588,Low Risk
124860,49945,1,0,0.4804,Low Risk
109269,43756,0,0,0.3267,Low Risk
114994,46007,0,0,0.3547,Low Risk
114590,45844,1,0,0.3722,Low Risk
125175,50068,0,0,0.3206,Low Risk
127320,50943,0,0,0.2606,Low Risk
119381,47741,0,0,0.3098,Low Risk
111859,44786,0,0,0.326,Low Risk
127318,50943,0,0,0.2606,Low Risk
123411,49373,0,0,0.3567,Low Risk
106575,42701,0,0,0.3467,Low Risk
105987,42448,0,0,0.3249,Low Risk
120641,48234,1,0,0.4337,Low Risk
116215,46481,0,0,0.3529,Low Risk
125177,50068,0,0,0.2587,Low Risk
113502,45424,1,0,0.3259,Low Risk
108893,43601,0,0,0.3434,Low Risk
108805,43571,0,0,0.3686,Low Risk
115569,46231,0,0,0.3134,Low Risk
108446,43420,1,0,0.3163,Low Risk
115701,46290,1,0,0.3694,Low Risk
112078,44872,0,0,0.3515,Low Risk
121966,48770,1,0,0.3582,Low Risk
115845,46335,1,0,0.3845,Low Risk
118447,47376,0,0,0.3111,Low Risk
110484,44248,0,0,0.3265,Low Risk
114778,45927,0,0,0.3808,Low Risk
120354,48127,0,0,0.3712,Low Risk
125187,50073,0,0,0.3804,Low Risk
108804,43571,0,0,0.3983,Low Risk
119188,47665,1,0,0.3484,Low Risk
125850,50363,0,0,0.3481,Low Risk
122616,49039,1,0,0.3422,Low Risk
116213,46481,0,0,0.3448,Low Risk
107365,42981,0,0,0.3584,Low Risk
103777,41574,1,0,0.3396,Low Risk
123168,49264,1,0,0.4159,Low Risk
106573,42701,0,0,0.3586,Low Risk
109240,43745,1,0,0.3548,Low Risk
107863,43179,1,0,0.3557,Low Risk
122452,48974,1,0,0.3619,Low Risk
111923,44805,1,0,0.3761,Low Risk
119199,47668,0,0,0.3142,Low Risk
108147,43286,0,0,0.3284,Low Risk
114366,45755,1,0,0.3588,Low Risk
108146,43286,0,0,0.3284,Low Risk
124861,49945,1,0,0.4059,Low Risk
103593,41503,0,0,0.3326,Low Risk
105985,42448,0,0,0.3234,Low Risk
106653,42729,1,0,0.3354,Low Risk
123690,49489,1,0,0.3372,Low Risk
120089,48025,1,0,0.3862,Low Risk
122954,49170,1,0,0.3421,Low Risk
112532,45067,0,0,0.2958,Low Risk
118485,47392,0,0,0.3142,Low Risk
104714,41945,1,0,0.352,Low Risk
104449,41843,0,0,0.3002,Low Risk
125560,50234,1,0,0.4026,Low Risk
126718,50708,0,0,0.3481,Low Risk
104713,41945,1,0,0.352,Low Risk
111096,44498,0,0,0.3325,Low Risk
125013,50001,0,0,0.3523,Low Risk
110916,44426,0,0,0.3265,Low Risk
108898,43603,0,0,0.3469,Low Risk
111095,44498,0,0,0.3325,Low Risk
113840,45554,1,0,0.3264,Low Risk
107093,42884,1,0,0.3602,Low Risk
110482,44248,0,0,0.3315,Low Risk
118450,47376,0,0,0.3364,Low Risk
106576,42701,0,0,0.3422,Low Risk
120028,47996,0,0,0.3464,Low Risk
107090,42884,1,0,0.3602,Low Risk
110459,44238,0,0,0.3315,Low Risk
106305,42590,1,0,0.3498,Low Risk
126402,50582,0,0,0.403,Low Risk
111902,44799,1,0,0.3524,Low Risk
110456,44238,0,0,0.3315,Low Risk
125912,50392,0,0,0.3307,Low Risk
121198,48462,0,0,0.3334,Low Risk
105315,42172,0,0,0.3355,Low Risk
112085,44873,0,0,0.3032,Low Risk
121690,48662,0,0,0.3482,Low Risk
124278,49716,0,0,0.3406,Low Risk
127904,51180,1,0,0.3674,Low Risk
173931,70616,0,0,0.3993,Low Risk
38282,15307,0,0,0.3639,Low Risk
159010,63618,0,0,0.364,Low Risk
170599,68237,0,0,0.4066,Low Risk
43177,17265,1,0,0.4038,Low Risk
36168,14463,0,0,0.3625,Low Risk
157802,63117,0,0,0.3627,Low Risk
49803,19922,0,0,0.3545,Low Risk
37251,14875,1,0,0.3742,Low Risk
49801,19922,0,0,0.3545,Low Risk
37249,14875,1,0,0.3722,Low Risk
44005,17603,0,0,0.3431,Low Risk
47921,19180,1,0,0.3714,Low Risk
27140,10840,1,0,0.3774,Low Risk
118900,47561,0,0,0.3466,Low Risk
34530,13789,1,0,0.3436,Low Risk
173737,70422,0,0,0.3274,Low Risk
34360,13718,0,0,0.3677,Low Risk
43175,17265,1,0,0.406,Low Risk
173355,70040,1,0,0.3338,Low Risk
168414,67379,1,0,0.3848,Low Risk
36166,14463,0,0,0.3651,Low Risk
27143,10840,1,0,0.3855,Low Risk
47922,19180,1,0,0.3739,Low Risk
155286,62111,0,0,0.3591,Low Risk
154009,61589,1,0,0.4058,Low Risk
43178,17265,1,0,0.3998,Low Risk
29407,11758,0,0,0.3756,Low Risk
36455,14576,0,0,0.3333,Low Risk
36454,14576,0,0,0.3333,Low Risk
170600,68237,0,0,0.3991,Low Risk
34362,13718,0,0,0.3749,Low Risk
170598,68237,0,0,0.3991,Low Risk
34533,13789,1,0,0.362,Low Risk
45560,18228,0,0,0.3996,Low Risk
157801,63117,0,0,0.3551,Low Risk
44229,17703,0,0,0.3831,Low Risk
36167,14463,0,0,0.3851,Low Risk
47923,19180,1,0,0.3615,Low Risk
172208,68893,0,0,0.4235,Low Risk
172593,69278,0,0,0.2784,Low Risk
172605,69290,1,0,0.4445,Low Risk
173911,70596,0,0,0.2978,Low Risk
173929,70614,1,0,0.2886,Low Risk
174176,70861,0,0,0.2887,Low Risk
172946,69631,0,0,0.3229,Low Risk
172873,69558,0,0,0.331,Low Risk
173071,69756,0,0,0.3298,Low Risk
173250,69935,1,0,0.3462,Low Risk
174227,70912,0,0,0.2921,Low Risk
174173,70858,0,0,0.3168,Low Risk
174443,71128,0,0,0.2954,Low Risk
173213,69898,0,0,0.3063,Low Risk
174123,70808,0,0,0.2786,Low Risk
173285,69970,1,0,0.3575,Low Risk
173212,69897,0,0,0.2979,Low Risk
174279,70964,1,0,0.2708,Low Risk
172996,69681,0,0,0.3092,Low Risk
173158,69843,0,0,0.3072,Low Risk
173085,69770,1,0,0.3039,Low Risk
174103,70788,0,0,0.2739,Low Risk
173247,69932,0,0,0.2582,Low Risk
173121,69806,0,0,0.3086,Low Risk
173887,70572,0,0,0.3185,Low Risk
173995,70680,1,0,0.3945,Low Risk
174224,70909,1,0,0.2939,Low Risk
173066,69751,0,0,0.3023,Low Risk
172940,69625,1,0,0.331,Low Risk
174439,71124,1,0,0.3042,Low Risk
173281,69966,0,0,0.3242,Low Risk
173173,69858,0,0,0.3537,Low Risk
174437,71122,0,0,0.2139,Low Risk
173172,69857,0,0,0.3492,Low Risk
172794,69479,1,0,0.3589,Low Risk
174082,70767,0,0,0.3117,Low Risk
172847,69532,0,0,0.2803,Low Risk
173919,70604,1,0,0.2817,Low Risk
174292,70977,0,0,0.3031,Low Risk
173991,70676,0,0,0.3718,Low Risk
173990,70675,1,0,0.3718,Low Risk
174133,70818,0,0,0.2527,Low Risk
173276,69961,0,0,0.2901,Low Risk
174096,70781,0,0,0.2376,Low Risk
173880,70565,1,0,0.3264,Low Risk
174199,70884,1,0,0.3981,Low Risk
174361,71046,0,0,0.2939,Low Risk
172987,69672,0,0,0.2789,Low Risk
174378,71063,0,0,0.2993,Low Risk
173824,70509,1,0,0.2665,Low Risk
174215,70900,1,0,0.2712,Low Risk
172878,69563,0,0,0.3455,Low Risk
172841,69526,0,0,0.328,Low Risk
173074,69759,1,0,0.3242,Low Risk
162722,65112,0,0,0.3477,Low Risk
155627,62241,0,0,0.3971,Low Risk
155186,62067,0,0,0.3467,Low Risk
38857,15545,1,0,0.4476,Low Risk
164675,65894,1,0,0.4092,Low Risk
40718,16312,0,0,0.2945,Low Risk
168556,67434,1,0,0.3576,Low Risk
38070,15222,0,0,0.3629,Low Risk
44354,17749,1,0,0.3936,Low Risk
44302,17731,0,0,0.3239,Low Risk
32422,12968,0,0,0.3628,Low Risk
42065,16839,1,0,0.333,Low Risk
162723,65112,0,0,0.3719,Low Risk
26809,10711,0,0,0.3595,Low Risk
28038,11216,0,0,0.3387,Low Risk
164030,65633,0,0,0.3778,Low Risk
156806,62717,0,0,0.3762,Low Risk
37759,15090,1,0,0.3667,Low Risk
163963,65608,0,0,0.375,Low Risk
171203,68470,1,0,0.4523,Low Risk
170421,68160,1,0,0.3735,Low Risk
43017,17199,1,0,0.3936,Low Risk
158071,63223,0,0,0.3667,Low Risk
163866,65568,0,0,0.3769,Low Risk
162570,65040,1,0,0.3639,Low Risk
161490,64608,0,0,0.3807,Low Risk
170300,68115,1,0,0.4056,Low Risk
158930,63581,0,0,0.3842,Low Risk
111948,44815,1,0,0.3652,Low Risk
155185,62067,0,0,0.37,Low Risk
33845,13505,1,0,0.3608,Low Risk
50432,20184,1,0,0.3735,Low Risk
155629,62241,0,0,0.3851,Low Risk
156523,62611,0,0,0.3728,Low Risk
36094,14430,1,0,0.3592,Low Risk
47866,19152,0,0,0.3718,Low Risk
168746,67500,1,0,0.3932,Low Risk
37551,14990,1,0,0.3272,Low Risk
31204,12472,0,0,0.3744,Low Risk
161218,64496,0,0,0.3617,Low Risk
171103,68436,0,0,0.3061,Low Risk
168724,67493,0,0,0.3736,Low Risk
36338,14527,0,0,0.3757,Low Risk
39444,15778,0,0,0.3726,Low Risk
29786,11920,1,0,0.352,Low Risk
156079,62451,0,0,0.357,Low Risk
38215,15284,1,0,0.3807,Low Risk
43775,17511,0,0,0.3668,Low Risk
45803,18324,1,0,0.3962,Low Risk
30961,12377,0,0,0.3787,Low Risk
26611,10627,0,0,0.3843,Low Risk
41358,16559,1,0,0.332,Low Risk
44867,17959,1,0,0.3768,Low Risk
40368,16177,0,0,0.368,Low Risk
41098,16456,0,0,0.3494,Low Risk
173713,70398,0,0,0.3623,Low Risk
171651,68655,1,0,0.3423,Low Risk
30553,12228,0,0,0.378,Low Risk
170497,68193,0,0,0.3659,Low Risk
165320,66139,1,0,0.3763,Low Risk
48656,19467,0,0,0.3362,Low Risk
43690,17477,0,0,0.4066,Low Risk
29990,12004,1,0,0.3774,Low Risk
163051,65248,0,0,0.3658,Low Risk
43936,17571,0,0,0.3783,Low Risk
28985,11596,0,0,0.3719,Low Risk
166764,66720,1,0,0.3484,Low Risk
27564,11004,1,0,0.3771,Low Risk
108139,43284,1,0,0.3534,Low Risk
105017,42067,0,0,0.3734,Low Risk
36203,14477,0,0,0.3572,Low Risk
47038,18810,1,0,0.3844,Low Risk
27809,11118,0,0,0.3576,Low Risk
30959,12377,0,0,0.3787,Low Risk
173730,70415,1,0,0.3271,Low Risk
165474,66196,0,0,0.3779,Low Risk
38661,15471,0,0,0.3294,Low Risk
48067,19235,1,0,0.3783,Low Risk
163181,65294,1,0,0.3742,Low Risk
162573,65040,1,0,0.3658,Low Risk
168723,67493,0,0,0.3829,Low Risk
165543,66223,0,0,0.3517,Low Risk
171378,68545,1,0,0.3726,Low Risk
163049,65247,0,0,0.3658,Low Risk
27951,11188,0,0,0.3736,Low Risk
164188,65699,1,0,0.3564,Low Risk
162272,64913,0,0,0.3889,Low Risk
40774,16336,0,0,0.3596,Low Risk
31068,12414,1,0,0.3599,Low Risk
31276,12501,0,0,0.3489,Low Risk
33844,13504,1,0,0.3653,Low Risk
125837,50357,0,0,0.3466,Low Risk
154841,61939,1,0,0.3896,Low Risk
173639,70324,1,0,0.3444,Low Risk
47277,18903,0,0,0.3732,Low Risk
37140,14833,0,0,0.3719,Low Risk
50098,20041,0,0,0.3684,Low Risk
42696,17074,1,0,0.3829,Low Risk
169203,67675,1,0,0.3393,Low Risk
162271,64913,0,0,0.3889,Low Risk
31065,12414,1,0,0.3599,Low Risk
36886,14743,0,0,0.3683,Low Risk
171363,68539,1,0,0.372,Low Risk
31203,12472,0,0,0.3616,Low Risk
170956,68379,1,0,0.3775,Low Risk
37137,14833,0,0,0.3719,Low Risk
27319,10910,1,0,0.3774,Low Risk
168256,67317,0,0,0.3638,Low Risk
41749,16706,0,0,0.3331,Low Risk
34270,13675,1,0,0.3632,Low Risk
157120,62839,1,0,0.363,Low Risk
159092,63647,0,0,0.3581,Low Risk
31730,12681,0,0,0.3581,Low Risk
156877,62748,0,0,0.3126,Low Risk
38754,15503,0,0,0.3706,Low Risk
29634,11853,0,0,0.3719,Low Risk
26834,10725,1,0,0.3805,Low Risk
114159,45671,0,0,0.3515,Low Risk
165450,66186,0,0,0.3782,Low Risk
40466,16212,0,0,0.3595,Low Risk
173421,70106,0,0,0.3087,Low Risk
39982,15997,0,0,0.3511,Low Risk
50257,20107,0,0,0.3308,Low Risk
28614,11438,0,0,0.3321,Low Risk
172556,69241,0,0,0.37,Low Risk
164878,65978,0,0,0.3779,Low Risk
171359,68538,0,0,0.3775,Low Risk
45436,18179,1,0,0.3779,Low Risk
27317,10910,1,0,0.3774,Low Risk
157119,62839,1,0,0.363,Low Risk
38066,15222,0,0,0.3435,Low Risk
31724,12677,0,0,0.3415,Low Risk
170827,68332,0,0,0.3783,Low Risk
48068,19235,1,0,0.3675,Low Risk
35747,14289,1,0,0.3678,Low Risk
171358,68538,0,0,0.3783,Low Risk
174654,71339,1,0,0.3761,Low Risk
174618,71303,0,0,0.3418,Low Risk
31798,12707,0,0,0.3691,Low Risk
49682,19878,0,0,0.3648,Low Risk
165806,66333,0,0,0.3581,Low Risk
173348,70033,0,0,0.3085,Low Risk
32513,12999,1,0,0.3419,Low Risk
27406,10944,1,0,0.3513,Low Risk
28611,11438,0,0,0.3321,Low Risk
156237,62513,0,0,0.3663,Low Risk
42469,16988,0,0,0.3181,Low Risk
155879,62356,0,0,0.3755,Low Risk
46755,18707,0,0,0.3457,Low Risk
28750,11492,0,0,0.343,Low Risk
43382,17360,1,0,0.3705,Low Risk
167438,66984,1,0,0.3366,Low Risk
46246,18499,1,0,0.406,Low Risk
161489,64608,0,0,0.3835,Low Risk
36337,14527,0,0,0.3812,Low Risk
32099,12837,0,0,0.3612,Low Risk
163523,65429,1,0,0.3835,Low Risk
105661,42316,0,0,0.3314,Low Risk
105662,42316,0,0,0.3499,Low Risk
173491,70176,0,0,0.3372,Low Risk
173599,70284,1,0,0.334,Low Risk
42911,17160,1,0,0.3962,Low Risk
30696,12288,0,0,0.3697,Low Risk
49680,19878,0,0,0.3648,Low Risk
48142,19259,1,0,0.3575,Low Risk
173419,70104,1,0,0.3087,Low Risk
174599,71284,1,0,0.3476,Low Risk
27404,10944,1,0,0.3513,Low Risk
33795,13486,0,0,0.3205,Low Risk
165239,66108,0,0,0.3253,Low Risk
173545,70230,1,0,0.3209,Low Risk
41747,16706,0,0,0.3323,Low Risk
163520,65429,1,0,0.3779,Low Risk
48049,19229,1,0,0.3683,Low Risk
164812,65947,0,0,0.3643,Low Risk
43381,17360,1,0,0.3705,Low Risk
29256,11700,1,0,0.3533,Low Risk
46245,18499,1,0,0.406,Low Risk
163647,65475,1,0,0.3512,Low Risk
27289,10895,1,0,0.3719,Low Risk
45623,18255,1,0,0.3783,Low Risk
33712,13456,0,0,0.3612,Low Risk
28753,11492,0,0,0.3499,Low Risk
156708,62679,1,0,0.3452,Low Risk
163521,65429,1,0,0.3835,Low Risk
128172,51288,0,0,0.3783,Low Risk
33789,13485,1,0,0.3352,Low Risk
50474,20204,1,0,0.2903,Low Risk
166225,66495,1,0,0.3558,Low Risk
44186,17687,0,0,0.3572,Low Risk
169776,67901,0,0,0.3572,Low Risk
27158,10846,0,0,0.3533,Low Risk
173508,70193,0,0,0.3623,Low Risk
168107,67261,0,0,0.3323,Low Risk
168217,67307,0,0,0.3731,Low Risk
35870,14327,0,0,0.3547,Low Risk
32193,12876,0,0,0.3452,Low Risk
165508,66208,0,0,0.3763,Low Risk
156707,62679,1,0,0.3452,Low Risk
157885,63158,0,0,0.3452,Low Risk
163384,65369,1,0,0.3795,Low Risk
33788,13485,1,0,0.3352,Low Risk
164808,65943,0,0,0.3646,Low Risk
173453,70138,0,0,0.2921,Low Risk
26053,10402,0,0,0.3341,Low Risk
161951,64792,0,0,0.3124,Low Risk
